employee_id,department,hire_date,skills,position
EMP_00248,E-Mobility,2020-05-16,"['AWS', 'CI/CD', 'Quality Control', 'Azure']",Junior
EMP_00249,E-Mobility,2023-04-27,"['AWS', 'PyTorch', 'CAD', 'Charging Infrastructure']",Junior
EMP_00250,Digital,2023-11-12,"['React', 'CNC Programming', 'Computer Vision', 'Kubernetes']",Senior
EMP_00251,Quality,2013-09-07,"['Charging Infrastructure', 'LLM Integration']",Senior
EMP_00252,Production,2018-05-08,"['Computer Vision', 'CNC Programming']",Senior
EMP_00253,Digital,2016-09-07,"['CNC Programming', 'Mechanical Design', 'Charging Infrastructure']",Junior
EMP_00254,Digital,2015-08-18,"['AWS', 'Mechanical Design']",Mid
EMP_00255,Engineering,2016-11-28,"['CNC Programming', 'CI/CD', 'LLM Integration']",Lead
EMP_00256,E-Mobility,2022-02-19,"['Quality Control', 'JavaScript', 'Kubernetes']",Mid
EMP_00257,Engineering,2014-02-25,"['CAD', 'Kubernetes', 'CI/CD', 'AWS', 'Docker']",Mid
EMP_00258,IT,2023-04-13,"['Python', 'Quality Control', 'CAD']",Junior
EMP_00259,Digital,2022-07-17,"['Azure', 'Mechanical Design']",Senior
EMP_00260,Digital,2021-02-14,"['AWS', 'Computer Vision', 'Kubernetes', 'React', 'Quality Control']",Junior
EMP_00261,Production,2025-07-13,"['NLP', 'Docker', 'AWS']",Senior
EMP_00262,IT,2019-03-30,"['CATIA', 'Azure', 'Mechanical Design', 'Battery Systems', 'Machine Learning']",Senior
EMP_00263,Quality,2017-01-15,"['Electric Powertrain', 'Thermal Management', 'Azure']",Lead
EMP_00264,Engineering,2018-07-07,"['CAD', 'CNC Programming', 'Docker', 'Mechanical Design', 'CI/CD']",Junior
EMP_00265,E-Mobility,2021-02-12,"['Electric Powertrain', 'Azure']",Senior
EMP_00266,Production,2022-06-08,"['Machine Learning', 'Electric Powertrain', 'CNC Programming', 'React']",Senior
EMP_00267,Quality,2017-03-07,"['Quality Control', 'Electric Powertrain', 'CI/CD', 'LLM Integration', 'Python']",Mid
EMP_00268,Engineering,2016-04-04,"['CATIA', 'Charging Infrastructure', 'Kubernetes', 'CAD']",Lead
EMP_00269,Quality,2017-03-31,"['Docker', 'Machine Learning', 'CAD']",Senior
EMP_00270,Engineering,2019-08-09,"['CATIA', 'CI/CD']",Mid
EMP_00271,Quality,2014-04-07,"['Mechanical Design', 'CNC Programming', 'Charging Infrastructure']",Junior
EMP_00272,Production,2019-11-03,"['AWS', 'CAD', 'Energy Management', 'Charging Infrastructure']",Mid
EMP_00273,Production,2024-09-22,"['Thermal Management', 'React', 'NLP']",Mid
EMP_00274,IT,2013-10-19,"['Quality Control', 'Docker', 'CNC Programming', 'CAD']",Junior
EMP_00275,Production,2019-07-31,"['Microservices', 'Docker', 'Quality Control', 'Thermal Management', 'Mechanical Design']",Senior
EMP_00276,Production,2024-04-25,"['PyTorch', 'Energy Management', 'Computer Vision', 'Docker', 'Electric Powertrain']",Mid
EMP_00277,Production,2014-08-04,"['CATIA', 'Python']",Lead
EMP_00278,Engineering,2021-01-17,"['Machine Learning', 'Docker']",Lead
EMP_00279,IT,2025-01-08,"['Docker', 'Charging Infrastructure', 'React', 'Energy Management']",Lead
EMP_00280,Production,2023-12-21,"['Mechanical Design', 'Docker', 'Computer Vision']",Mid
EMP_00281,Quality,2022-12-06,"['Charging Infrastructure', 'AWS', 'JavaScript', 'CNC Programming']",Mid
EMP_00282,Engineering,2019-04-09,"['Python', 'Mechanical Design', 'CAD']",Junior
EMP_00283,Production,2021-02-28,"['Mechanical Design', 'CI/CD', 'NLP', 'Kubernetes', 'Charging Infrastructure']",Lead
EMP_00284,IT,2020-05-13,"['AutoCAD', 'Machine Learning', 'AWS']",Lead
EMP_00285,Digital,2014-10-17,"['CATIA', 'Energy Management', 'CI/CD', 'AutoCAD']",Lead
EMP_00286,Engineering,2021-06-18,"['AutoCAD', 'CATIA']",Mid
EMP_00287,Production,2025-03-28,"['React', 'Docker']",Lead
EMP_00288,IT,2013-03-12,"['Thermal Management', 'AutoCAD']",Senior
EMP_00289,Engineering,2020-12-14,"['Machine Learning', 'CI/CD', 'Mechanical Design']",Senior
EMP_00290,Production,2023-11-26,"['Mechanical Design', 'Quality Control', 'Charging Infrastructure']",Mid
EMP_00291,Production,2015-05-22,"['Quality Control', 'PyTorch', 'Mechanical Design']",Junior
EMP_00292,Digital,2013-08-20,"['AutoCAD', 'CAD', 'CNC Programming']",Senior
EMP_00293,Quality,2018-12-16,"['PyTorch', 'CATIA', 'Microservices']",Senior
EMP_00294,Production,2018-06-13,"['Charging Infrastructure', 'React']",Lead
EMP_00295,Production,2019-08-15,"['Charging Infrastructure', 'AWS', 'Machine Learning', 'Docker']",Mid
EMP_00296,E-Mobility,2023-06-28,"['Thermal Management', 'CATIA', 'Microservices']",Junior
EMP_00297,E-Mobility,2016-06-18,"['Kubernetes', 'CATIA', 'CAD', 'CNC Programming', 'Quality Control']",Lead
EMP_00298,Engineering,2024-06-02,"['TensorFlow', 'Kubernetes', 'Computer Vision', 'Energy Management']",Junior
EMP_00299,E-Mobility,2017-02-04,"['CI/CD', 'AWS', 'AutoCAD']",Lead
EMP_00300,E-Mobility,2020-05-14,"['CAD', 'Computer Vision', 'Docker', 'JavaScript']",Mid
EMP_00301,Engineering,2020-06-11,"['Machine Learning', 'AWS']",Junior
EMP_00302,Quality,2019-02-05,"['AWS', 'Python']",Lead
EMP_00303,IT,2015-03-25,"['Energy Management', 'CNC Programming', 'CAD', 'AWS']",Mid
EMP_00304,Engineering,2013-07-05,"['CAD', 'CATIA', 'Kubernetes', 'LLM Integration']",Senior
EMP_00305,Quality,2025-07-27,"['Electric Powertrain', 'LLM Integration', 'TensorFlow', 'Energy Management']",Mid
EMP_00306,Engineering,2016-09-30,"['Docker', 'LLM Integration', 'React', 'CNC Programming']",Mid
EMP_00307,Digital,2018-12-27,"['CNC Programming', 'Battery Systems', 'Azure', 'NLP', 'Microservices']",Mid
EMP_00308,Production,2023-02-20,"['Thermal Management', 'Computer Vision', 'LLM Integration', 'Charging Infrastructure']",Junior
EMP_00309,Digital,2015-07-26,"['Python', 'CATIA', 'Mechanical Design']",Junior
EMP_00310,Production,2013-01-02,"['CNC Programming', 'Charging Infrastructure', 'Energy Management']",Lead
EMP_00311,IT,2023-06-24,"['JavaScript', 'AWS', 'CNC Programming']",Junior
EMP_00312,Engineering,2024-12-22,"['CNC Programming', 'AutoCAD', 'Mechanical Design', 'JavaScript']",Senior
EMP_00313,Engineering,2022-08-13,"['React', 'AWS', 'Battery Systems']",Lead
EMP_00314,Production,2014-08-04,"['AWS', 'CNC Programming', 'Quality Control', 'JavaScript']",Mid
EMP_00315,Digital,2023-07-10,"['Thermal Management', 'Charging Infrastructure', 'CAD']",Mid
EMP_00316,Quality,2022-11-21,"['Microservices', 'PyTorch', 'LLM Integration', 'CI/CD', 'React']",Senior
EMP_00317,Engineering,2020-11-30,"['Python', 'React', 'Thermal Management', 'JavaScript']",Lead
EMP_00318,Digital,2020-05-07,"['Battery Systems', 'Mechanical Design', 'LLM Integration', 'TensorFlow']",Mid
EMP_00319,Digital,2014-05-06,"['Azure', 'CNC Programming']",Mid
EMP_00320,Engineering,2014-05-07,"['CAD', 'Microservices']",Junior
EMP_00321,Engineering,2018-05-01,"['Charging Infrastructure', 'CATIA', 'Microservices', 'Electric Powertrain']",Senior
EMP_00322,Digital,2017-09-11,"['Thermal Management', 'CAD', 'Energy Management', 'Microservices']",Junior
EMP_00323,Production,2019-02-28,"['CNC Programming', 'Docker', 'Energy Management']",Mid
EMP_00324,Quality,2021-01-04,"['AWS', 'CATIA']",Mid
EMP_00325,E-Mobility,2020-11-16,"['AWS', 'Azure', 'Mechanical Design', 'NLP']",Junior
EMP_00326,Engineering,2021-05-04,"['TensorFlow', 'Battery Systems', 'JavaScript']",Mid
EMP_00327,IT,2017-12-07,"['CNC Programming', 'Python', 'React', 'Docker', 'Microservices']",Senior
EMP_00328,IT,2016-01-05,"['Charging Infrastructure', 'CAD', 'Mechanical Design', 'Electric Powertrain']",Junior
EMP_00329,Engineering,2023-05-18,"['CI/CD', 'Electric Powertrain', 'Computer Vision', 'JavaScript']",Junior
EMP_00330,Digital,2014-11-12,['CI/CD'],Senior
EMP_00331,Digital,2013-01-29,"['AWS', 'Thermal Management', 'Machine Learning', 'Mechanical Design']",Mid
EMP_00332,E-Mobility,2023-08-02,"['Machine Learning', 'AWS', 'Python']",Mid
EMP_00333,Digital,2024-01-13,"['Machine Learning', 'Computer Vision', 'Azure']",Junior
EMP_00334,Engineering,2015-02-27,"['AutoCAD', 'Mechanical Design', 'AWS']",Senior
EMP_00335,E-Mobility,2013-09-08,"['CI/CD', 'AutoCAD', 'Docker', 'LLM Integration', 'CNC Programming']",Lead
EMP_00336,IT,2022-12-29,"['Microservices', 'Computer Vision', 'React']",Junior
EMP_00337,E-Mobility,2014-01-12,"['CAD', 'TensorFlow']",Lead
EMP_00338,Digital,2019-11-22,['Azure'],Senior
EMP_00339,Engineering,2017-04-12,"['Docker', 'Microservices', 'CNC Programming', 'JavaScript', 'Battery Systems']",Junior
EMP_00340,Engineering,2016-02-03,"['LLM Integration', 'Docker', 'CAD', 'Charging Infrastructure']",Lead
EMP_00341,IT,2013-01-23,"['AutoCAD', 'Quality Control', 'JavaScript', 'CATIA', 'Mechanical Design']",Junior
EMP_00342,Quality,2017-02-10,"['Python', 'JavaScript', 'Azure']",Senior
EMP_00343,Quality,2013-12-26,"['Mechanical Design', 'CAD', 'PyTorch']",Lead
EMP_00344,IT,2020-07-24,"['PyTorch', 'NLP', 'Energy Management']",Junior
EMP_00345,Production,2016-01-03,"['React', 'AutoCAD', 'CNC Programming']",Junior
EMP_00346,Digital,2013-08-14,"['CATIA', 'CAD']",Senior
EMP_00347,Quality,2013-10-25,"['CATIA', 'JavaScript', 'Quality Control']",Lead
EMP_00348,Digital,2019-06-28,"['CAD', 'Python', 'Electric Powertrain', 'Azure']",Junior
EMP_00349,E-Mobility,2015-07-29,"['Mechanical Design', 'Quality Control']",Senior
EMP_00350,Digital,2025-04-03,"['Thermal Management', 'Kubernetes', 'PyTorch']",Lead
EMP_00351,Digital,2023-04-26,"['AWS', 'LLM Integration', 'Kubernetes']",Junior
EMP_00352,Production,2013-10-14,"['CI/CD', 'Machine Learning', 'Electric Powertrain', 'Thermal Management', 'CAD']",Senior
EMP_00353,IT,2013-01-26,"['Quality Control', 'Machine Learning', 'Mechanical Design', 'PyTorch']",Lead
EMP_00354,Engineering,2015-02-08,"['Kubernetes', 'AutoCAD', 'React', 'Python']",Mid
EMP_00355,IT,2021-11-16,"['Microservices', 'TensorFlow']",Mid
EMP_00356,Production,2025-07-21,"['Battery Systems', 'Energy Management', 'CI/CD']",Junior
EMP_00357,Digital,2020-01-08,"['Docker', 'Thermal Management', 'Python', 'AutoCAD']",Lead
EMP_00358,E-Mobility,2020-04-20,"['React', 'Thermal Management']",Mid
EMP_00359,Engineering,2021-03-24,"['Machine Learning', 'Computer Vision', 'PyTorch', 'Thermal Management']",Lead
EMP_00360,IT,2015-07-06,"['Mechanical Design', 'Kubernetes', 'Quality Control']",Lead
EMP_00361,E-Mobility,2019-06-03,"['TensorFlow', 'React', 'NLP']",Senior
EMP_00362,Engineering,2019-12-11,"['Charging Infrastructure', 'Docker', 'Azure']",Mid
EMP_00363,E-Mobility,2014-01-20,"['Mechanical Design', 'Kubernetes']",Senior
EMP_00364,Production,2022-06-20,"['Battery Systems', 'LLM Integration']",Junior
EMP_00365,Digital,2018-07-12,"['CNC Programming', 'Energy Management', 'Kubernetes', 'Python']",Mid
EMP_00366,Production,2013-10-07,"['Docker', 'Battery Systems', 'CATIA', 'Electric Powertrain', 'AutoCAD']",Junior
EMP_00367,Digital,2022-12-01,"['Charging Infrastructure', 'LLM Integration', 'CNC Programming', 'NLP']",Junior
EMP_00368,Quality,2016-11-10,"['CI/CD', 'Azure']",Lead
EMP_00369,Engineering,2023-04-25,"['Battery Systems', 'Electric Powertrain', 'PyTorch', 'Energy Management', 'React']",Senior
EMP_00370,E-Mobility,2015-09-27,"['CAD', 'Python']",Junior
EMP_00371,E-Mobility,2021-11-23,"['Azure', 'Thermal Management']",Senior
EMP_00372,E-Mobility,2015-12-11,"['AutoCAD', 'Docker', 'Microservices', 'Mechanical Design', 'AWS']",Senior
EMP_00373,Digital,2020-10-02,"['Kubernetes', 'Energy Management', 'CAD', 'Thermal Management', 'Python']",Senior
EMP_00374,IT,2018-05-06,"['NLP', 'Battery Systems', 'Thermal Management']",Lead
EMP_00375,Quality,2022-04-26,"['Thermal Management', 'Quality Control']",Senior
EMP_00376,Digital,2016-09-11,"['CAD', 'AWS', 'Mechanical Design']",Lead
EMP_00377,E-Mobility,2018-02-09,"['CNC Programming', 'Computer Vision', 'Docker']",Senior
EMP_00378,Production,2020-07-06,"['Thermal Management', 'Quality Control', 'AWS', 'AutoCAD', 'Mechanical Design']",Mid
EMP_00379,IT,2024-06-29,"['Charging Infrastructure', 'Docker', 'Energy Management', 'Mechanical Design']",Junior
EMP_00380,Engineering,2023-08-04,"['Docker', 'TensorFlow', 'Electric Powertrain']",Lead
EMP_00381,Digital,2017-04-04,"['Mechanical Design', 'NLP', 'Charging Infrastructure']",Mid
EMP_00382,E-Mobility,2019-12-03,"['JavaScript', 'CATIA', 'Mechanical Design']",Junior
EMP_00383,Quality,2013-05-30,"['JavaScript', 'AutoCAD', 'TensorFlow']",Mid
EMP_00384,IT,2020-09-28,"['Charging Infrastructure', 'TensorFlow']",Lead
EMP_00385,IT,2013-04-18,"['NLP', 'AutoCAD', 'CATIA']",Mid
EMP_00386,Production,2018-06-02,"['Mechanical Design', 'Thermal Management', 'Charging Infrastructure', 'React']",Junior
EMP_00387,Engineering,2023-09-07,"['Battery Systems', 'React', 'Energy Management', 'Python', 'Electric Powertrain']",Junior
EMP_00388,E-Mobility,2016-04-09,"['Thermal Management', 'Quality Control', 'CATIA']",Junior
EMP_00389,IT,2024-02-12,"['Machine Learning', 'Python']",Senior
EMP_00390,Engineering,2024-07-04,"['React', 'Energy Management', 'Azure']",Mid
EMP_00391,Digital,2025-06-19,"['JavaScript', 'Azure', 'NLP']",Mid
EMP_00392,Quality,2013-03-26,"['CATIA', 'Docker']",Mid
EMP_00393,Engineering,2016-11-26,"['Microservices', 'CAD', 'CNC Programming']",Junior
EMP_00394,E-Mobility,2014-12-10,"['React', 'Quality Control']",Mid
EMP_00395,Digital,2016-05-31,"['Mechanical Design', 'CNC Programming', 'Computer Vision']",Lead
EMP_00396,Digital,2023-08-27,"['LLM Integration', 'Machine Learning', 'Charging Infrastructure', 'Computer Vision']",Mid
EMP_00397,E-Mobility,2013-04-06,"['AWS', 'Microservices', 'LLM Integration']",Lead
EMP_00398,Production,2017-12-23,"['Thermal Management', 'Docker', 'TensorFlow', 'React']",Junior
EMP_00399,Engineering,2019-10-15,"['Battery Systems', 'Electric Powertrain']",Lead
EMP_00400,Digital,2020-06-09,"['CI/CD', 'AWS']",Senior
EMP_00401,Digital,2015-04-09,"['Docker', 'Mechanical Design', 'CATIA', 'JavaScript']",Lead
EMP_00402,Digital,2015-04-01,"['CNC Programming', 'CI/CD', 'CATIA']",Junior
EMP_00403,Engineering,2023-01-10,"['CI/CD', 'Electric Powertrain', 'NLP', 'PyTorch']",Junior
EMP_00404,Production,2023-12-10,"['Charging Infrastructure', 'LLM Integration', 'Electric Powertrain', 'Energy Management']",Senior
EMP_00405,Production,2024-12-08,"['LLM Integration', 'CI/CD', 'Azure', 'PyTorch']",Mid
EMP_00406,Engineering,2021-03-17,"['CNC Programming', 'AWS', 'Battery Systems']",Lead
EMP_00407,Engineering,2020-10-29,"['Thermal Management', 'Quality Control', 'PyTorch', 'NLP', 'TensorFlow']",Mid
EMP_00408,Engineering,2021-11-24,"['AWS', 'Machine Learning', 'CNC Programming', 'Computer Vision']",Junior
EMP_00409,Engineering,2013-12-16,"['React', 'AutoCAD', 'AWS']",Senior
EMP_00410,E-Mobility,2021-05-21,"['Battery Systems', 'PyTorch']",Lead
EMP_00411,Digital,2013-07-17,"['AWS', 'Quality Control', 'CI/CD', 'CAD']",Mid
EMP_00412,E-Mobility,2018-10-07,"['React', 'Machine Learning', 'PyTorch', 'Energy Management']",Mid
EMP_00413,Quality,2024-01-27,"['Energy Management', 'Thermal Management', 'AutoCAD']",Junior
EMP_00414,E-Mobility,2013-07-06,"['Mechanical Design', 'Azure']",Lead
EMP_00415,Quality,2017-08-22,"['AutoCAD', 'Mechanical Design', 'LLM Integration']",Lead
EMP_00416,IT,2014-11-01,"['CNC Programming', 'Quality Control', 'NLP', 'Mechanical Design']",Mid
EMP_00417,Production,2018-09-01,"['JavaScript', 'Python', 'Docker', 'Charging Infrastructure', 'NLP']",Senior
EMP_00418,Quality,2018-12-19,"['Microservices', 'Docker']",Junior
EMP_00419,Engineering,2019-02-15,['React'],Senior
EMP_00420,Engineering,2023-08-26,"['PyTorch', 'Thermal Management', 'Charging Infrastructure', 'CATIA']",Senior
EMP_00421,Production,2024-05-07,"['Thermal Management', 'Computer Vision']",Lead
EMP_00422,Engineering,2019-02-12,"['AWS', 'Docker', 'Thermal Management', 'CAD', 'Kubernetes']",Lead
EMP_00423,Quality,2024-04-08,"['React', 'Computer Vision', 'Microservices']",Junior
EMP_00424,IT,2018-10-08,"['PyTorch', 'Energy Management', 'TensorFlow']",Senior
EMP_00425,Digital,2018-09-14,"['React', 'AutoCAD', 'Quality Control']",Senior
EMP_00426,IT,2017-12-06,"['CNC Programming', 'Python', 'Quality Control', 'Electric Powertrain']",Junior
EMP_00427,Production,2020-09-21,"['LLM Integration', 'AWS']",Lead
EMP_00428,Digital,2025-01-19,"['Electric Powertrain', 'Battery Systems', 'Machine Learning', 'React', 'CI/CD']",Lead
EMP_00429,Quality,2013-02-03,"['Computer Vision', 'Kubernetes', 'Docker', 'Microservices']",Senior
EMP_00430,E-Mobility,2024-11-26,"['CATIA', 'Azure', 'Charging Infrastructure']",Senior
EMP_00431,Production,2025-06-05,"['AutoCAD', 'Charging Infrastructure', 'Energy Management', 'PyTorch', 'React']",Mid
EMP_00432,Digital,2015-01-29,"['CNC Programming', 'CI/CD', 'Kubernetes']",Lead
EMP_00433,Digital,2017-06-13,"['CAD', 'JavaScript', 'AutoCAD', 'Kubernetes']",Mid
EMP_00434,Digital,2020-03-25,"['Battery Systems', 'CATIA', 'Microservices', 'PyTorch']",Mid
EMP_00435,E-Mobility,2019-11-09,"['Charging Infrastructure', 'CATIA']",Senior
EMP_00436,Digital,2021-06-21,"['JavaScript', 'Python', 'Mechanical Design', 'CI/CD', 'React']",Lead
EMP_00437,IT,2016-08-11,"['Kubernetes', 'JavaScript']",Junior
EMP_00438,Quality,2018-08-01,"['Python', 'CNC Programming', 'Thermal Management', 'Azure']",Junior
EMP_00439,Engineering,2015-08-19,"['Energy Management', 'PyTorch', 'CATIA', 'AutoCAD']",Lead
EMP_00440,Production,2016-05-21,"['CAD', 'CNC Programming', 'Quality Control']",Junior
EMP_00441,Production,2015-08-18,"['JavaScript', 'Docker']",Lead
EMP_00442,IT,2019-12-08,"['CI/CD', 'PyTorch', 'Electric Powertrain']",Senior
EMP_00443,Production,2017-08-08,"['AutoCAD', 'Kubernetes']",Mid
EMP_00444,Quality,2016-07-14,"['Mechanical Design', 'Kubernetes', 'CAD']",Lead
EMP_00445,Quality,2019-11-17,"['Charging Infrastructure', 'Docker', 'Mechanical Design', 'Kubernetes']",Senior
EMP_00446,Engineering,2023-03-25,"['Docker', 'AWS', 'JavaScript', 'CI/CD']",Mid
EMP_00447,Quality,2019-11-13,"['Quality Control', 'Python']",Senior
EMP_00448,Digital,2017-10-25,"['Mechanical Design', 'CAD', 'Docker', 'TensorFlow']",Senior
EMP_00449,Engineering,2017-02-24,"['Microservices', 'Azure']",Junior
EMP_00450,Production,2020-03-05,"['JavaScript', 'React']",Lead
EMP_00451,Quality,2024-01-14,"['AutoCAD', 'Docker', 'PyTorch', 'Thermal Management']",Mid
EMP_00452,E-Mobility,2024-09-12,"['Energy Management', 'Mechanical Design', 'Quality Control', 'JavaScript']",Junior
EMP_00453,Digital,2018-07-30,"['Mechanical Design', 'CATIA', 'Docker']",Junior
EMP_00454,IT,2019-03-18,"['AutoCAD', 'AWS', 'Thermal Management', 'Azure']",Mid
EMP_00455,Production,2015-04-03,"['Computer Vision', 'Microservices', 'Mechanical Design']",Mid
EMP_00456,IT,2022-05-20,"['NLP', 'CAD', 'CATIA']",Lead
EMP_00457,Engineering,2024-02-03,"['Quality Control', 'Charging Infrastructure', 'Battery Systems']",Senior
EMP_00458,IT,2020-09-14,"['Quality Control', 'Thermal Management', 'Microservices', 'Charging Infrastructure']",Lead
EMP_00459,IT,2022-12-03,"['Electric Powertrain', 'Quality Control', 'Python', 'Mechanical Design']",Junior
EMP_00460,Digital,2017-09-30,"['Docker', 'Battery Systems']",Senior
EMP_00461,Production,2014-09-12,"['Mechanical Design', 'AutoCAD', 'CI/CD']",Senior
EMP_00462,Production,2021-08-20,"['Charging Infrastructure', 'CATIA']",Senior
EMP_00463,Engineering,2018-04-23,"['Python', 'Docker', 'CAD', 'Charging Infrastructure']",Mid
EMP_00464,Digital,2021-04-03,"['Battery Systems', 'AWS', 'CI/CD']",Senior
EMP_00465,Engineering,2013-08-26,"['LLM Integration', 'Azure']",Junior
EMP_00466,Quality,2014-10-13,"['Kubernetes', 'Electric Powertrain']",Senior
EMP_00467,E-Mobility,2021-12-07,"['Mechanical Design', 'PyTorch', 'Thermal Management']",Lead
EMP_00468,IT,2014-01-14,"['Mechanical Design', 'Docker', 'CI/CD', 'CATIA']",Mid
EMP_00469,Engineering,2014-08-17,"['Mechanical Design', 'JavaScript', 'CNC Programming']",Lead
EMP_00470,Production,2019-09-20,"['React', 'Mechanical Design']",Senior
EMP_00471,Quality,2016-11-03,"['CATIA', 'CAD']",Lead
EMP_00472,Digital,2016-11-12,"['Azure', 'TensorFlow', 'Docker', 'CAD']",Junior
EMP_00473,E-Mobility,2014-12-13,"['Energy Management', 'Microservices', 'CNC Programming']",Mid
EMP_00474,E-Mobility,2021-07-21,"['Charging Infrastructure', 'Energy Management', 'Azure', 'Thermal Management']",Junior
EMP_00475,Quality,2021-11-24,"['Battery Systems', 'CAD', 'Thermal Management']",Senior
EMP_00476,IT,2021-05-04,"['TensorFlow', 'Electric Powertrain', 'Charging Infrastructure', 'PyTorch', 'CATIA']",Senior
EMP_00477,E-Mobility,2017-12-16,"['TensorFlow', 'Docker']",Lead
EMP_00478,Digital,2014-03-27,"['CATIA', 'LLM Integration', 'CAD', 'React']",Mid
EMP_00479,E-Mobility,2015-01-01,"['CATIA', 'CAD']",Mid
EMP_00480,Engineering,2018-12-09,"['PyTorch', 'CNC Programming', 'CI/CD', 'JavaScript']",Lead
EMP_00481,Digital,2016-08-14,"['CAD', 'Charging Infrastructure', 'CATIA']",Senior
EMP_00482,Engineering,2014-12-25,"['AWS', 'Electric Powertrain', 'CNC Programming', 'CATIA']",Mid
EMP_00483,Digital,2020-02-15,"['PyTorch', 'CI/CD', 'Thermal Management']",Mid
EMP_00484,Production,2017-04-11,"['Energy Management', 'Electric Powertrain']",Lead
EMP_00485,Quality,2016-03-06,"['TensorFlow', 'Quality Control']",Senior
EMP_00486,Quality,2019-02-22,"['CI/CD', 'Microservices', 'CNC Programming']",Junior
EMP_00487,Digital,2025-07-03,"['NLP', 'AutoCAD', 'Mechanical Design', 'Electric Powertrain']",Mid
EMP_00488,Quality,2023-10-18,"['Battery Systems', 'Machine Learning']",Senior
EMP_00489,E-Mobility,2024-03-09,"['Azure', 'Microservices']",Junior
EMP_00490,Production,2018-05-24,"['Azure', 'Battery Systems', 'Kubernetes']",Mid
EMP_00491,Quality,2015-05-06,"['CI/CD', 'AutoCAD', 'CNC Programming', 'Mechanical Design']",Senior
EMP_00492,Production,2013-07-10,"['CNC Programming', 'Kubernetes', 'React', 'Quality Control']",Mid
EMP_00493,E-Mobility,2016-04-14,"['Charging Infrastructure', 'Azure']",Senior
EMP_00494,IT,2025-05-15,"['JavaScript', 'React']",Senior
EMP_00495,IT,2023-04-20,"['Electric Powertrain', 'Thermal Management', 'CI/CD', 'Quality Control']",Senior
EMP_00496,Quality,2025-06-23,"['Computer Vision', 'Python', 'LLM Integration', 'NLP']",Junior
EMP_00497,Digital,2024-07-20,"['Computer Vision', 'PyTorch']",Mid
EMP_00498,Production,2025-07-01,"['Battery Systems', 'LLM Integration', 'Electric Powertrain', 'CATIA']",Junior
EMP_00499,E-Mobility,2013-05-11,"['AutoCAD', 'Electric Powertrain']",Lead
EMP_00500,Digital,2018-09-09,"['CAD', 'Mechanical Design', 'JavaScript', 'Thermal Management']",Junior
